id,pos,gloss,persian_gloss,checked,,,,,,
88450,noun,one of a pair of cavities in the frontal bone,یکی از جفت حفره ها در استخوان پیشانی,0,,,,,,
88451,noun,one of a pair of sinuses forming a cavity in the maxilla,یکی از جفت سینوس ها که در فک بالا حفره ایجاد می کنند,0,,,,,,
88452,noun,any of the paired sinuses in the bones of the face adjacent to the nasal cavity that are lined with mucous membrane that is continuous with the lining of the nasal cavities,هر یک از سینوس های جفت شده در استخوان های صورت مجاور حفره بینی که با غشای مخاطی پوشانده شده اند و با پوشش حفره های بینی مداوم هستند,0,,,,,,
88453,noun,either of a pair of large venous sinuses in the cranial cavity,هر دو جفت سینوس بزرگ وریدی در حفره جمجمه,0,,,,,,
88454,noun,a short sinus receiving most of the veins of the heart; empties into the right atrium,یک سینوس کوتاه که بیشتر رگهای قلب را دریافت می کند.,0,,,,,,
88455,noun,an S-shaped dural sinus on the temporal and occipital bones,یک سینوس دورال S به شکل در استخوان های گیجگاهی و پس سری,0,,,,,,
88456,noun,an unpaired sinus of the dura mater,یک سینوس جفت نشده از ماده دورا,0,,,,,,
88457,noun,a paired dural sinus; terminates in the sigmoid sinus,یک سینوس دورال جفت شده,0,,,,,,
88458,noun,inflammation of all of the paranasal sinuses,التهاب تمام سینوسهای پارانازال,0,,,,,,
88459,adjective,having a succession of waves or curves,داشتن توالی موج یا منحنی,0,,,,,,
88460,noun,an equal-area map projection showing parallels and the equator as straight lines and other meridians as curved; used to map tropical latitudes,یک طرح نقشه با مساحت مساوی و موازی و خط استوا را به عنوان خطوط مستقیم و سایر نصف النهار را به صورت منحنی نشان می دهد.,0,,,,,,
88461,noun,a map projection in which quadrilaterals formed by meridians and parallels have an area on the map proportional to their area on the globe,پیش بینی نقشه که در آن چهار ضلعی شکل گرفته توسط نصف النهارها و موازی ها دارای مساحت روی نقشه متناسب با منطقه خود در کره زمین هستند,0,,,,,,
88462,noun,an imaginary place considered to be perfect or ideal,مکانی خیالی که ایده آل یا ایده آل تلقی می شود,0,,,,,,
88463,noun,a tube running from the liquid in a vessel to a lower level outside the vessel so that atmospheric pressure forces the liquid through the tube,لوله ای که از مایع درون ظرف به سطح پایین تری در خارج از رگ در حال اجرا است به طوری که فشار جو مایع را از طریق لوله مجبور می کند,0,,,,,,
88464,noun,"a sea nymph (part woman and part bird) supposed to lure sailors to destruction on the rocks where the nymphs lived; ""Odysseus ordered his crew to plug their ears so they would not hear the Siren's fatal song""",یک پوره دریایی (بخشی از زن و بخشی دیگر از پرنده) که قرار است ملوانان را برای نابودی در صخره های محل زندگی پوره ها فریب دهد.,0,,,,,,
88465,noun,a Siren of German legend who lured boatmen in the Rhine to destruction,یک آژیر افسانه ای آلمانی است که قایقرانان را در راین به نابودی کشاند,0,,,,,,
88466,noun,a genus of Sirenidae,تیره ای از Sirenidae,0,,,,,,
88467,noun,part of the sirloin nearest the rump,بخشی از آجرچینی نزدیکترین دست انداز,0,,,,,,
88468,noun,part of the sirloin next to the wedge bone,بخشی از گل مینا در کنار استخوان گوه,0,,,,,,
88469,noun,part of the sirloin between the flat bone and the porterhouse,بخشی از گل ماسه ای بین استخوان صاف و بندرخانه,0,,,,,,
88470,noun,a cut of beef from the upper end of the sirloin,یک برش گوشت گاو از انتهای بالای گل ماسه ای,0,,,,,,
88471,noun,sugar and water and sometimes corn syrup boiled together; used as sweetening especially in drinks,شکر و آب و گاهی شربت ذرت با هم جوشانده شده است.,0,,,,,,
88472,noun,made from juice of sweet sorghum,تهیه شده از آب سورگوم شیرین,0,,,,,,
88473,noun,syrup prepared from corn,شربت تهیه شده از ذرت,0,,,,,,
88474,noun,"a female person who has the same parents as another person; ""my sister married a musician""",یک زن مونث که پدر و مادر یکسانی با شخص دیگر دارد.,0,,,,,,
88475,noun,an older sister,یک خواهر بزرگتر,0,,,,,,
88476,noun,a younger sister,یک خواهر کوچکتر,0,,,,,,
88477,noun,a sister who has only one parent in common with you,خواهری که فقط یک پدر و مادر مشترک با شما دارد,0,,,,,,
88478,noun,a stringed instrument of India; has a long neck and movable frets; has 6 or 7 metal strings for playing and usually 13 resonating strings,ساز زهی هند؛,0,,,,,,
88479,noun,"an area in a town that has been devastated by bombs; ""they opened a parking lot on the bomb site""",ساز زهی هند؛,0,,,,,,
88480,noun,the site of the World Trade Center before it was destroyed,سایت مرکز تجارت جهانی قبل از تخریب,0,,,,,,
88481,noun,"land and the buildings on it; ""bread is baked on the premises""; ""the were evicted from the premises""",زمین و ساختمانهای موجود در آن ؛,0,,,,,,
88482,noun,"the starting place for each hole on a golf course; ""they were waiting on the first tee""",محل شروع هر سوراخ در زمین گلف ؛,0,,,,,,
88483,noun,a site where toxic wastes have been dumped and the Environmental Protection Agency has designated them to be cleaned up,سایتی که در آن زباله های سمی ریخته شده و سازمان حفاظت از محیط زیست آنها را برای پاکسازی تعیین کرده است,0,,,,,,
88484,noun,the site in Rome containing the church of Rome and the Lateran Palace,مکانی در رم شامل کلیسای رم و کاخ لاتران,0,,,,,,
88485,noun,the specific site in the body where an infection originates,محل خاصی در بدن که از آنجا عفونت ایجاد می شود,0,,,,,,
88486,noun,the specific sites at which a restriction enzyme will cleave DNA,مکانهای خاصی که در آن یک آنزیم محدود کننده DNA را می شکافد,0,,,,,,
88487,noun,a site on the internet where a number of users can communicate in real time (typically one dedicated to a particular topic),سایتی در اینترنت که تعدادی از کاربران می توانند به صورت بلادرنگ با یکدیگر ارتباط برقرار کنند (معمولاً یک سایت اختصاص یافته به یک موضوع خاص),0,,,,,,
88488,adjective,"not moving and therefore easy to attack; ""a sitting target""",حرکت نمی کند و بنابراین حمله آسان است.,0,,,,,,
88489,noun,"a particular situation that is radically different from the preceding situation; ""HDTV looks the same but it's really a whole new ballgame""",یک وضعیت خاص که کاملاً متفاوت از وضعیت قبلی است.,0,,,,,,
88490,noun,the condition of being without offspring,شرایط بی فرزندی بودن,0,,,,,,
88491,noun,"a state of affairs in which you have no privacy; ""the president lives in a goldfish bowl""",وضعیتی که در آن حریم خصوصی ندارید.,0,,,,,,
88492,noun,"the situation in which you begin an endeavor and to which you return if your efforts fail; ""the police are now back at square one after having arrested and released 27 men""; ""she has tried to diet but always ends up back at square one""",وضعیتی که در آن تلاشی را آغاز می کنید و در صورت شکست تلاش های خود به آن بازمی گردید.,0,,,,,,
88493,noun,the existing state of affairs,وضعیت موجود امور,0,,,,,,
88494,noun,"a special situation; ""this thing has got to end""; ""it is a remarkable thing""",وضعیت موجود امور,0,,,,,,
88495,noun,a situation in which a public official's decisions are influenced by the official's personal interests,وضعیتی که در آن تصمیمات یک مقام عمومی متأثر از منافع شخصی این مقام است,0,,,,,,
88496,noun,"a highly contentious or hazardous situation; ""talk of invading Iraq stirred up a political hornets' nest""",یک وضعیت بسیار مشاجره انگیز یا خطرناک ؛,0,,,,,,
